statecode,countyFIPS,alldeath_may21,coviddeath_20_nyt,FI_2019,FI_20_pred,total_pop,perc_male,perc_85more,perc_65more,perc_65more_m,perc_65more_f,perc_inc10less,perc_inc15less,perc_inc25less,perc_SSI,perc_SNAP,perc_black,perc_asian,perc_hispanic,perc_lowedu,ln_medincome,perc_poverty,covidcase_20_nyt,Number of All Beds,Total Number of Occupied Beds,univ_dummy,cases,region,Division,state,CENSUSAREA,pop_density_kh2,Y_perc_alldeath_may21,Y_perc_coviddeath_nyt,perc_covidcase_nyt,perc_allbed,perc_occupiedbed
ID,16021,121.0,7.0,0.135,0.151,11549.0,0.4965797904580483,0.02770802666897567,0.21066759026755566,0.10658931509221578,0.10407827517533984,0.08577633007600434,0.1474484256243214,0.2234527687296417,0.056243213897937024,0.117,0.002857390250238116,0.007792882500649407,0.04909515975409126,0.08214811325073242,10.833858688618289,0.15533812451294485,569.0,28.0,23.15686274509804,0.0,0.0,West,Mountain,ID,1268.56,0.09104023459670808,0.010477097584206424,0.0006061130833838427,0.04926833492077236,0.002424452333535371,0.00200509678284683
ID,16027,2297.0,219.0,0.102,0.12300000000000001,212230.0,0.4942845026622061,0.014267539933091456,0.13173915092117042,0.060434434340102726,0.07130471658106771,0.06758225471791325,0.1159682131918077,0.21467387468770727,0.057744152892853624,0.156,0.0033689864769354,0.00866512745606182,0.25141120482495405,0.14898797988891602,10.979683801919906,0.10756255006361023,20605.0,80.26453488372094,56.7703488372093,1.0,41.0,West,Mountain,ID,587.37,3.6132250540545146,0.010823163548979881,0.0010318993544739198,0.09708806483532018,0.00037819598965142034,0.00026749445807477403
ID,16029,87.0,10.0,0.09,0.10300000000000001,6918.0,0.5121422376409367,0.013876843018213356,0.16536571263370914,0.07718993928881179,0.08817577334489737,0.05118411000763942,0.08632543926661572,0.1867838044308633,0.038579067990832695,0.07200000000000001,0.0,0.0010118531367447241,0.0559410234171726,0.08787466049194335,11.027085093898146,0.1037872217403874,534.0,30.0,14.019607843137255,0.0,0.0,West,Mountain,ID,1764.146,0.03921444143511932,0.012575888985255855,0.0014455044810638912,0.07718993928881179,0.004336513443191674,0.002026540596001338
ID,16031,283.0,20.0,0.09699999999999999,0.111,23615.0,0.5098030912555579,0.02210459453737032,0.13648105017997034,0.06262968452254923,0.07385136565742112,0.04630566801619433,0.10766700404858301,0.21204453441295545,0.036057692307692304,0.115,0.001947914461147576,0.005843743383442727,0.2717340673300868,0.16386764526367187,10.883391377471352,0.12038958289222952,2537.0,77.0,53.92156862745098,0.0,0.0,West,Mountain,ID,2565.081,0.09206336953881768,0.01198390853271226,0.0008469193309337286,0.10743171712894346,0.003260639424094855,0.0022833609412428956
ID,16035,143.0,6.0,0.14,0.157,8640.0,0.5543981481481481,0.024189814814814813,0.2607638888888889,0.1363425925925926,0.1244212962962963,0.0722956568653898,0.1278661990828163,0.2390072835176693,0.060695980577286215,0.093,0.003819444444444444,0.003125,0.0412037037037037,0.0958074951171875,10.816091496552286,0.12523148148148147,828.0,48.0,34.47058823529412,0.0,0.0,West,Mountain,ID,2457.274,0.035160914086097034,0.016550925925925927,0.0006944444444444445,0.09583333333333334,0.005555555555555556,0.003989651416122005
ID,16039,238.0,9.0,0.122,0.138,26433.0,0.5242689062913782,0.01146294404721371,0.1291945673968146,0.06370824348352437,0.0654863239132902,0.049684005833738464,0.10403500243072436,0.2541565386485173,0.04735051045211473,0.122,0.02599023947338554,0.02599023947338554,0.1666855824159195,0.1007516098022461,10.774697232969643,0.14217077138425452,1368.0,38.0,15.235294117647056,0.0,0.0,West,Mountain,ID,3074.738,0.08596830038852091,0.009003896644346083,0.00034048348655090226,0.05175348995573715,0.0014375969432149209,0.0005763740066449914
ID,16041,129.0,8.0,0.091,0.106,13279.0,0.5111077641388658,0.014760147601476013,0.13585360343399353,0.06709842608630168,0.06875517734769185,0.03237074988355845,0.0551932929669306,0.1630181648812296,0.050768514205868656,0.044,0.002409820016567513,0.0006024550041418781,0.06709842608630168,0.09676607131958008,10.922713862281604,0.0844943143308984,928.0,35.0,29.32,0.0,0.0,West,Mountain,ID,663.645,0.2000919166120441,0.009714586941787786,0.0006024550041418781,0.06988478048045786,0.002635740643120717,0.0022079975901799836
ID,16043,114.0,14.0,0.096,0.111,12965.0,0.5218665638256845,0.0174315464712688,0.16544543000385653,0.08222136521403779,0.08322406478981874,0.03481086098862845,0.07356695288930146,0.1863541424924577,0.03481086098862845,0.08199999999999999,0.003085229463941381,0.001465483995372156,0.12556883918241418,0.1343319034576416,10.935995650601194,0.12325491708445815,871.0,38.0,26.764705882352942,0.0,0.0,West,Mountain,ID,1863.525,0.06957245006104024,0.008792903972232934,0.0010798303123794833,0.06718087157732357,0.0029309679907443117,0.002064381479549012
ID,16045,286.0,21.0,0.135,0.156,17052.0,0.4899132066619751,0.019000703729767768,0.21270232230823366,0.10421064977715223,0.1084916725310814,0.07944706061066382,0.15190642564180465,0.2905969922527723,0.062281634513139915,0.134,0.0,0.006685432793807178,0.08315740089139104,0.12188597679138186,10.891782616893368,0.13288763781374618,1417.0,58.47826086956522,31.14130434782609,0.0,0.0,West,Mountain,ID,560.9,0.30401141023355327,0.016772226131832043,0.0012315270935960591,0.08309875674407693,0.0034294077451070383,0.0018262552397270754
ID,16047,207.0,17.0,0.10400000000000001,0.11800000000000001,15169.0,0.5215241611180698,0.022018590546509332,0.16724899466016216,0.0844485463774804,0.08280044828268178,0.04115150396752168,0.0976194869902196,0.21018638125115333,0.05148551393245986,0.09,0.0009888588568791614,0.0035598918847649813,0.2909222756938493,0.20942407608032226,10.823869902313538,0.15063616586459225,1147.0,43.03921568627451,30.784313725490197,0.0,0.0,West,Mountain,ID,728.973,0.20808726797837507,0.013646252224932428,0.0011207067044630497,0.07561474058935988,0.0028373139749670057,0.0020294227520265143
ID,16049,226.0,15.0,0.138,0.157,16337.0,0.5225561608618473,0.023198873722225618,0.2613086858052274,0.1371732876293077,0.12413539817591968,0.08552428085369626,0.17661614599443246,0.29616455304670586,0.04840705227343025,0.08900000000000001,0.0020199547040460307,0.0048968598885964386,0.03305380424802595,0.0947933864593506,10.796837137108717,0.13631633714880334,1049.0,56.0,33.94117647058823,0.0,0.0,West,Mountain,ID,8477.352,0.019271347939781195,0.013833629185284937,0.0009181612291118321,0.06421007528922079,0.0034278019220175065,0.002077564820382459
ID,16055,2687.0,116.0,0.10800000000000001,0.133,153605.0,0.4940594381693304,0.017805409980143874,0.18002669183945835,0.08411835552228117,0.09590833631717716,0.0533414880076698,0.09502950559531878,0.18480255219267072,0.03905978808866555,0.105,0.00397122489502295,0.007935939585299956,0.0450375964324078,0.06848812580108643,11.04713693967896,0.10659809251000944,12656.0,93.94059405940594,57.66666666666666,1.0,17.0,West,Mountain,ID,1244.125,1.2346428212599216,0.01749292015233879,0.0007551837505289542,0.08239315126460728,0.0006115725012818979,0.0003754218070158306
ID,16057,290.0,6.0,0.114,0.133,39239.0,0.5069955911210785,0.011723030658273657,0.12574224623461353,0.060348123040852214,0.06539412319376131,0.10386349001931744,0.1717965228589826,0.27553122987765616,0.04391500321957502,0.08,0.009837151813247024,0.02573969774968781,0.04306939524452713,0.041582651138305664,10.915070282231138,0.11093554881622876,2154.0,66.05882352941177,43.74509803921568,1.0,307.0,West,Mountain,ID,1075.996,0.36467607686273923,0.007390606284563827,0.00015290909554269987,0.05489436529982925,0.001683499159749529,0.0011148372292672003
ID,16059,131.0,9.0,0.122,0.14,7798.0,0.5062836624775583,0.04821749166452936,0.2872531418312388,0.14747371120800204,0.13977943062323672,0.07100591715976333,0.12905043674274444,0.3130459284305438,0.04902789518174133,0.063,0.00038471402923826624,0.0,0.033470120543729165,0.07915611743927004,10.737743594055953,0.13721467042831495,462.0,45.03921568627451,25.37254901960784,0.0,0.0,West,Mountain,ID,4563.387,0.017088184718937933,0.016799179276737627,0.0011541420877147987,0.059245960502693,0.005775739380132663,0.003253725188459584
ID,16063,43.0,9.0,0.09699999999999999,0.11599999999999999,5321.0,0.5198271001691411,0.02048487126479985,0.12422476978011653,0.061078744596880286,0.06314602518323624,0.06224066390041494,0.1114404267931239,0.2199170124481328,0.034973325429756966,0.105,0.0,0.001691411388836685,0.30201090020672805,0.234156494140625,10.83186494554543,0.11125728246570192,434.0,36.0,31.37254901960784,0.0,0.0,West,Mountain,ID,1201.405,0.04428981067999551,0.008081187746664161,0.001691411388836685,0.08156361586168014,0.00676564555534674,0.005895987412066875
ID,16065,289.0,18.0,0.126,0.139,38705.0,0.5045601343495673,0.009068595788657796,0.06417775481203979,0.02935021315075572,0.034827541661284066,0.14221176470588234,0.2256,0.3665882352941177,0.03821176470588236,0.124,0.0027386642552641783,0.011548895491538563,0.07497739310166646,0.040868768692016604,10.740237117610759,0.2772510011626405,5248.0,85.82926829268294,39.13580246913581,1.0,71.0,West,Mountain,ID,469.206,0.8249041998610418,0.007466735563880635,0.00046505619429014337,0.13558971709081513,0.002217524048383489,0.0010111304087103944
ID,16067,204.0,23.0,0.10300000000000001,0.11699999999999999,20615.0,0.5033713315546932,0.020276497695852536,0.15629396070822216,0.07382973562939607,0.0824642250788261,0.060997389751339476,0.12446764665476028,0.22255804368731968,0.03791729633191372,0.097,0.0013097259277225321,0.0039776861508610244,0.3505214649527044,0.20794374465942386,10.936191493393471,0.11452825612418142,2062.0,41.607843137254896,26.96078431372549,0.0,0.0,West,Mountain,ID,757.591,0.2721125250959951,0.009895707009459132,0.0011156924569488238,0.10002425418384671,0.0020183285538323986,0.001307823638793378
ID,16069,775.0,45.0,0.113,0.132,40155.0,0.4920433320881584,0.02951064624579753,0.1939484497571909,0.08803386875856058,0.10591458099863033,0.0610967979389032,0.1104158998895841,0.20893141945773525,0.07054349159612318,0.127,0.002589963889926534,0.007969119661312416,0.038525712862657206,0.07953166484832763,11.122028721037461,0.10887809737268088,3027.0,79.59,48.32673267326733,0.0,0.0,West,Mountain,ID,848.092,0.47347457587148567,0.019300211679741004,0.0011206574523720584,0.07538289129622712,0.0019820694807620473,0.0012035047359797617
ID,16071,55.0,2.0,0.102,0.11900000000000001,4326.0,0.4815071659731854,0.026352288488210817,0.1916319926028664,0.0892279241793805,0.1024040684234859,0.042902208201892736,0.09400630914826498,0.20441640378548892,0.09589905362776026,0.078,0.0009246417013407304,0.0,0.04438280166435506,0.09795321464538574,10.930120371412071,0.1171983356449376,250.0,33.0,18.133333333333333,0.0,0.0,West,Mountain,ID,1200.061,0.0360481675514828,0.012713823393435044,0.0004623208506703652,0.05779010633379565,0.0076282940360610264,0.004191709046077978
ID,16073,147.0,20.0,0.11800000000000001,0.13699999999999998,11455.0,0.5127891750327368,0.020689655172413796,0.17538192928852028,0.08659973810563074,0.08878219118288956,0.059764705882352935,0.12258823529411765,0.29411764705882354,0.06282352941176471,0.159,0.004364906154517678,0.001571366215626364,0.26608467917939765,0.2385625267028809,10.787151781583187,0.15154954168485374,887.0,58.0,47.62745098039216,0.0,0.0,West,Mountain,ID,7665.511,0.014943556926602805,0.012832824094281972,0.001745962461807071,0.07743343518114361,0.005063291139240506,0.004157787078166055
ID,16075,281.0,24.0,0.11199999999999999,0.128,23041.0,0.4978082548500499,0.012976867323466864,0.17347337355149514,0.08263530228722711,0.09083807126426804,0.055770985401459854,0.1041286496350365,0.2113366788321168,0.06512317518248176,0.132,0.003385269736556573,0.0075951564602230815,0.17199774315350894,0.14339054107666016,10.890106264243311,0.11349333796276205,2064.0,80.0,33.35294117647059,0.0,0.0,West,Mountain,ID,406.867,0.5663029933614669,0.012195651230415347,0.0010416214574020225,0.08957944533657393,0.003472071524673408,0.0014475474665366342
ID,16077,90.0,4.0,0.094,0.106,7713.0,0.490211331518216,0.016465707247504215,0.15674834694671333,0.08193958252301309,0.07480876442370024,0.01084850833010461,0.045331266950794265,0.19062378922898104,0.02789616427741185,0.145,0.000518604952677298,0.0,0.3394269415272916,0.20773725509643554,10.839208293273227,0.12939193569298588,555.0,18.50980392156863,14.31372549019608,0.0,0.0,West,Mountain,ID,1404.244,0.054926351830593544,0.011668611435239206,0.000518604952677298,0.07195643718397511,0.0023998189967027912,0.0018557922326197433
ID,16079,183.0,26.0,0.177,0.203,12526.0,0.5003193357815743,0.02658470381606259,0.222736707648092,0.10713715471818618,0.1155995529299058,0.07779783393501805,0.15776173285198555,0.28772563176895305,0.103971119133574,0.198,0.004390866996646974,0.002235350471020278,0.03504710202778221,0.13813715934753418,10.577426429154775,0.1936771515248284,840.0,59.0,48.29411764705882,0.0,0.0,West,Mountain,ID,2629.665,0.04763344380367842,0.014609612007025386,0.002075682580233115,0.06706051413060833,0.0047102027782213,0.0038555099510664873
ID,16083,1420.0,114.0,0.10800000000000001,0.128,83666.0,0.492482011808859,0.018215284583940908,0.14884182344082422,0.06753041856907227,0.08131140487175198,0.06039678144444083,0.11844805681336938,0.2194677004267518,0.04150242694725869,0.103,0.007063801305189683,0.01807185714627208,0.16137977195037412,0.12905553817749024,10.93562166236856,0.11259053857002845,7946.0,76.96296296296295,39.279835390946495,0.0,0.0,West,Mountain,ID,1921.213,0.43548528976224915,0.016972246790811083,0.0013625606578538474,0.09497286830970765,0.0009198833810982113,0.0004694838451813938
ID,16085,108.0,3.0,0.09300000000000001,0.12,10401.0,0.5274492837227189,0.027689645226420537,0.2343043938082877,0.1270070185559081,0.10729737525237958,0.05807570066454783,0.12337474718289512,0.180583646344987,0.0791678705576423,0.1,0.0008653014133256418,0.0023074704355350445,0.018267474281319102,0.0539906120300293,11.067278782229211,0.09566387847322373,496.0,52.15686274509804,25.15686274509804,0.0,0.0,West,Mountain,ID,3664.515,0.028383019308148558,0.010383616959907702,0.00028843380444188056,0.047687722334390927,0.005014600783107205,0.0024186965431302796
ID,16087,173.0,14.0,0.124,0.139,10025.0,0.495361596009975,0.023541147132169576,0.24049875311720695,0.12029925187032417,0.1201995012468828,0.08287705326032851,0.14634146341463414,0.3006470881035341,0.05027376804380289,0.147,0.0016957605985037404,0.004688279301745636,0.1713715710723192,0.14969807624816894,10.732323172621289,0.1341645885286783,996.0,75.69767441860466,36.06976744186046,0.0,0.0,West,Mountain,ID,1452.982,0.06899603711539441,0.017256857855361595,0.001396508728179551,0.09935162094763092,0.007550890216319667,0.003597981789711767
IL,17001,1544.0,82.0,0.111,0.132,66427.0,0.4889728574224336,0.028542610685414062,0.19523687657127373,0.08612461800171617,0.10911225856955756,0.060732600732600735,0.1056043956043956,0.21684981684981688,0.05835164835164835,0.136,0.040826772246225176,0.008129224562301474,0.015370256070573712,0.07481842994689941,10.932070718708903,0.1172113748927394,6582.0,106.5,72.48366013071896,1.0,89.0,Midwest,East North Central,IL,855.202,0.7767404659951683,0.023243560600358287,0.0012344378039050386,0.09908621494271908,0.0016032637331205685,0.0010911776857410235
IL,17003,62.0,7.0,0.163,0.18899999999999997,6532.0,0.4751990202082058,0.01883037354562156,0.20330679730557255,0.09047764849969382,0.11282914880587876,0.12526904864399482,0.20060266896254844,0.3805424020662936,0.08695652173913042,0.247,0.3320575627679118,0.0009185548071034904,0.01117575015309247,0.13453413009643556,10.529639864271797,0.20835884874464172,341.0,83.0,41.21052631578947,0.0,0.0,Midwest,East North Central,IL,235.509,0.27735670399008105,0.009491733006736069,0.0010716472749540723,0.052204531537048376,0.012706674831598286,0.006309021175105553
IL,17005,201.0,16.0,0.107,0.13,16712.0,0.5138224030636668,0.02537099090473911,0.1746649114408808,0.07748922929631402,0.09717568214456676,0.06175619170151174,0.1085558057253136,0.21067867481505306,0.05548407848182695,0.103,0.06241024413595021,0.01172809956917185,0.034585926280516995,0.10782727241516113,10.886445787656298,0.11488750598372427,1554.0,90.0,53.098039215686285,1.0,20.0,Midwest,East North Central,IL,380.279,0.4394668125244886,0.012027285782671135,0.0009573958831977022,0.09298707515557683,0.005385351842987075,0.0031772402594355126
IL,17007,498.0,72.0,0.087,0.12300000000000001,53606.0,0.5005036749617581,0.01559526918628512,0.14789389247472298,0.06689549677274932,0.08099839570197366,0.04676739095616892,0.07997437403235279,0.1602156852276974,0.03753136511665154,0.13,0.022199007573779052,0.011808379658993395,0.21376338469574305,0.13793990135192874,11.190320629929182,0.0876954072305339,5070.0,93.0,66.25490196078431,0.0,0.0,Midwest,East North Central,IL,280.719,1.9095964291693828,0.009290004850203336,0.0013431332313546991,0.09457896504122673,0.001734880423833153,0.001235960563384403
IL,17009,48.0,11.0,0.084,0.1,6675.0,0.6349063670411985,0.02307116104868914,0.14217228464419476,0.06651685393258427,0.07565543071161049,0.03737422137038812,0.10781025395304264,0.20891231432678486,0.05893627216099664,0.111,0.2043445692883895,0.005543071161048689,0.042846441947565546,0.1698539924621582,11.006324239190674,0.10097378277153557,451.0,80.0,36.36,0.0,0.0,Midwest,East North Central,IL,305.607,0.2184177718442313,0.0071910112359550565,0.001647940074906367,0.06756554307116105,0.01198501872659176,0.0054471910112359545
IL,17011,575.0,72.0,0.107,0.128,33381.0,0.4924058596207424,0.02672178784338396,0.2103891435247596,0.09379587190317844,0.11659327162158112,0.04817095255342267,0.08569358927924665,0.19601593625498007,0.046794639623324884,0.125,0.009316677151673107,0.008657619603966328,0.08972169797190019,0.09180730819702149,10.967076971431165,0.10766603756628022,2813.0,95.0,66.73856209150328,0.0,0.0,Midwest,East North Central,IL,869.031,0.3841174825754202,0.01722536772415446,0.0021569156106767324,0.08426949462268955,0.0028459303196429107,0.0019992978667955808
IL,17015,180.0,31.0,0.10400000000000001,0.127,14562.0,0.496429061942041,0.024996566405713502,0.2433731630270567,0.11509408048345007,0.12827908254360665,0.06346510191476219,0.10840024706609018,0.2206609017912292,0.04570722668313774,0.101,0.011399533031177037,0.007347891773108089,0.03591539623678066,0.08834286689758301,10.941429385004088,0.10712814173877216,1333.0,77.44554455445545,56.22772277227722,0.0,0.0,Midwest,East North Central,IL,444.807,0.32737794144426685,0.012360939431396786,0.0021288284576294466,0.0915396236780662,0.005318331585939806,0.003861263753074936
IL,17017,123.0,29.0,0.10400000000000001,0.12300000000000001,12665.0,0.5016186340307935,0.02139755230951441,0.16731148835373075,0.07287801026450849,0.09443347808922227,0.04378980891719745,0.09394904458598728,0.2115843949044586,0.060111464968152874,0.133,0.046585076983813666,0.003711014607185156,0.1874457165416502,0.15970833778381346,10.839796574724033,0.1227003553099092,1586.0,75.08,34.81,0.0,0.0,Midwest,East North Central,IL,375.818,0.33699822786561584,0.009711804184761154,0.002289774970390841,0.1252270035530991,0.005928148440584287,0.002748519542045006
IL,17019,2770.0,88.0,0.11199999999999999,0.133,209448.0,0.4989925900462167,0.016624651464802718,0.11949505366487148,0.052514227875176664,0.06698082578969483,0.1330682796155105,0.17790518672953612,0.2750578794894484,0.029224596661777718,0.096,0.13340781482754668,0.10664699591306673,0.05843455177418739,0.05000656127929688,10.88715651974023,0.18413162216874832,13839.0,140.2509225092251,80.12915129151291,1.0,2676.0,Midwest,East North Central,IL,996.266,2.102330100595624,0.013225239677628816,0.0004201520186394714,0.06607367938581414,0.0006696216841852159,0.00038257300757950857
IL,17021,488.0,66.0,0.113,0.136,33231.0,0.5060937076825855,0.03099515512623755,0.1906352502181698,0.08254340826336855,0.10809184195480123,0.06808235884927183,0.10868785422196714,0.23904153813042545,0.050147069373699685,0.152,0.01272907827028979,0.006620324395895399,0.01603924046823749,0.10302006721496582,10.850753558709602,0.11341819385513527,2600.0,100.81372549019608,59.52450980392157,0.0,0.0,Midwest,East North Central,IL,709.377,0.46845330480125524,0.014685083205440702,0.0019860973187686196,0.07824019740603654,0.0030337253013811225,0.0017912343836755309
IL,17023,213.0,24.0,0.114,0.138,15836.0,0.4940641576155595,0.030500126294518818,0.19064157615559485,0.08209143723162415,0.1085501389239707,0.037496309418364335,0.09565987599645703,0.20726306465899025,0.04089164452317685,0.136,0.003094215711038141,0.006314725940894165,0.015597373074008587,0.07183986663818359,10.973751805688751,0.10330891639302854,1212.0,74.66666666666667,43.33333333333334,0.0,0.0,Midwest,East North Central,IL,501.418,0.31582432222217793,0.013450366254104573,0.0015155342258145997,0.07653447840363728,0.004714995369200977,0.002736381241054139
IL,17025,192.0,36.0,0.14,0.17300000000000001,13338.0,0.4937771779877043,0.02766531713900135,0.19733093417303946,0.08644474433948117,0.11088618983355826,0.058886129833274216,0.12238382405108195,0.2552323518978361,0.07449450159631077,0.149,0.004573399310241416,0.0028490028490028487,0.014694856800119956,0.12026129722595215,10.807240007712178,0.1344279502174239,1198.0,102.90196078431372,36.80392156862745,0.0,0.0,Midwest,East North Central,IL,468.316,0.28480769395023875,0.014394961763382817,0.002699055330634278,0.08981856350277403,0.007714946827433926,0.0027593283527236057
IL,17027,428.0,80.0,0.085,0.107,37628.0,0.5195864781545657,0.022004889975550126,0.16237907940895074,0.07231317104284044,0.09006590836611034,0.045877378435517965,0.08717406624383367,0.1675123326286117,0.028823114869626493,0.093,0.03484107579462103,0.005846709896885298,0.03098756245349208,0.09913922309875488,11.1154434073529,0.07029339853300734,4485.0,87.75,44.70588235294117,1.0,39.0,Midwest,East North Central,IL,474.085,0.7936973327567841,0.01137450834484958,0.0021260763261401086,0.11919315403422982,0.0023320399702349316,0.0011881014763724133
IL,17029,884.0,71.0,0.142,0.166,51736.0,0.4832031854028143,0.024064481212308645,0.16110638626874904,0.07053115818772228,0.09057522808102676,0.10043048393963763,0.1809451724301055,0.2988315435924121,0.05023889493353517,0.181,0.03682155558991805,0.012119220658728929,0.024895623936910468,0.08634447097778321,10.829074936315378,0.15380006185248182,4294.0,147.0,78.0549019607843,1.0,342.0,Midwest,East North Central,IL,508.291,1.0178421416078585,0.017086748105767744,0.0013723519406216174,0.08299829905674966,0.0028413483841039124,0.0015087154391677808
IL,17031,69314.0,8285.0,0.09300000000000001,0.13699999999999998,5223719.0,0.4852175241432397,0.018569337286328,0.13873832034226954,0.058187662850930535,0.08055065749133902,0.07648020702267366,0.11868960352916605,0.2129857824733708,0.052863626870157464,0.151,0.2355589954206955,0.07200138445425568,0.2515893370221484,0.12874430656433106,11.147281851048737,0.12628684659339448,393652.0,163.6245108332538,111.08949416342413,1.0,673.0,Midwest,East North Central,IL,945.326,55.25838705377827,0.013269090469835763,0.0015860347771386632,0.07535857116357139,3.1323375325750444e-05,2.1266361028115053e-05
IL,17033,229.0,31.0,0.111,0.132,19088.0,0.5191743503772004,0.025827745180217937,0.18398994132439228,0.07900251466890193,0.10498742665549037,0.057624460995687965,0.11577159283940938,0.2409512609434209,0.040637658434600814,0.153,0.057627829002514674,0.007177284157585919,0.03499580888516345,0.14997096061706544,10.826793619304187,0.1136839899413244,1578.0,61.0,41.74509803921568,0.0,0.0,Midwest,East North Central,IL,443.629,0.43026943684925917,0.011997066219614418,0.001624056999161777,0.08266974015088013,0.0031957250628667226,0.002186981246815574
