index,month,state,monthly_cases,monthly_death,date
231,2020-06,West Virginia,894.0,18.0,2020-06-01
286,2020-07,West Virginia,3738.0,23.0,2020-07-01
341,2020-08,West Virginia,3608.0,98.0,2020-08-01
396,2020-09,West Virginia,5598.0,136.0,2020-09-01
451,2020-10,West Virginia,8612.0,107.0,2020-10-01
506,2020-11,West Virginia,23382.0,278.0,2020-11-01
561,2020-12,West Virginia,37492.0,603.0,2020-12-01
616,2021-01,West Virginia,35667.0,686.0,2021-01-01
671,2021-02,West Virginia,10854.0,276.0,2021-02-01
726,2021-03,West Virginia,9883.0,376.0,2021-03-01
781,2021-04,West Virginia,11390.0,3.0,2021-04-01
836,2021-05,West Virginia,4795.0,77.0,2021-05-01
13,2020-02,Wisconsin,0.0,0.0,2020-02-06
67,2020-03,Wisconsin,1350.0,25.0,2020-03-01
122,2020-04,Wisconsin,5622.0,291.0,2020-04-01
177,2020-05,Wisconsin,11711.0,278.0,2020-05-01
232,2020-06,Wisconsin,13039.0,199.0,2020-06-01
287,2020-07,Wisconsin,25297.0,150.0,2020-07-01
342,2020-08,Wisconsin,23713.0,189.0,2020-08-01
397,2020-09,Wisconsin,48439.0,206.0,2020-09-01
452,2020-10,Wisconsin,108698.0,754.0,2020-10-01
507,2020-11,Wisconsin,173860.0,1412.0,2020-11-01
562,2020-12,Wisconsin,108708.0,1741.0,2020-12-01
617,2021-01,Wisconsin,71702.0,1192.0,2021-01-01
672,2021-02,Wisconsin,25240.0,582.0,2021-02-01
727,2021-03,Wisconsin,18870.0,297.0,2021-03-01
782,2021-04,Wisconsin,24412.0,234.0,2021-04-01
837,2021-05,Wisconsin,8356.0,157.0,2021-05-01
68,2020-03,Wyoming,120.0,0.0,2020-03-12
123,2020-04,Wyoming,438.0,7.0,2020-04-01
178,2020-05,Wyoming,344.0,9.0,2020-05-01
233,2020-06,Wyoming,584.0,4.0,2020-06-01
288,2020-07,Wyoming,1239.0,6.0,2020-07-01
343,2020-08,Wyoming,1116.0,11.0,2020-08-01
398,2020-09,Wyoming,2106.0,13.0,2020-09-01
453,2020-10,Wyoming,7350.0,37.0,2020-10-01
508,2020-11,Wyoming,20007.0,128.0,2020-11-01
563,2020-12,Wyoming,11104.0,223.0,2020-12-01
618,2021-01,Wyoming,7503.0,158.0,2021-01-01
673,2021-02,Wyoming,2482.0,75.0,2021-02-01
728,2021-03,Wyoming,1916.0,29.0,2021-03-01
783,2021-04,Wyoming,1832.0,7.0,2021-04-01
838,2021-05,Wyoming,937.0,5.0,2021-05-01
