state,countyFIPS,total_pop,perc_poverty,ln_medincome
AR,5071,26291,0.1719599863071013,10.606486049146447
AR,5073,6915,0.2393347794649313,10.523095829761203
AR,5075,16669,0.17319575259463674,10.586685402242406
AR,5077,9398,0.2676101298148542,10.32288843838277
AR,5079,13695,0.18744067177802118,10.698107702026707
AR,5081,12417,0.17371345735684948,10.674914348974756
AR,5083,21757,0.16730247736360712,10.65133596386616
AR,5085,72206,0.10747029332742432,11.0474236871679
AR,5087,16076,0.16789002239363027,10.779289567680149
AR,5089,16438,0.1634627083586811,10.565144066004702
AR,5091,43759,0.13503507849813753,10.837716429541295
AR,5093,42831,0.21311666783404543,10.596384701840863
AR,5095,7249,0.23189405435232446,10.442579882010428
AR,5097,8993,0.1952629823195819,10.586357098684939
AR,5099,8440,0.2311611374407583,10.505834368769577
AR,5101,7848,0.17660550458715596,10.536035110967143
AR,5103,24106,0.1646478055255953,10.744903864764554
AR,5105,10322,0.1656655686882387,10.83091602882074
AR,5107,19034,0.30687191341809394,10.358409269356885
AR,5109,10808,0.16367505551443376,10.701580162617567
AR,5111,24054,0.22195892575039494,10.609945747155745
AR,5113,20163,0.19793681495809157,10.589660469358737
AR,5115,63644,0.16054930551191,10.76888491004406
AR,5117,8244,0.14434740417273167,10.74084329632214
AR,5119,393463,0.14237679273527626,10.872067083118937
AR,5121,17603,0.17247060160199965,10.666044184468241
AR,5123,26294,0.2540123222027839,10.44549202478312
AR,5125,118009,0.09884839291918412,11.11161172798454
AR,5127,10442,0.18990614824746216,10.547050503740312
AR,5129,7923,0.21961378265808407,10.454840727478187
AR,5131,127461,0.1563066349706969,10.79845249769553
AR,5133,17193,0.1722794160414122,10.680355284587607
AR,5135,17043,0.23511118934459896,10.534519939024273
AR,5137,12446,0.19106540253896834,10.516779507846609
AR,5139,39732,0.18161683277962348,10.749398737647702
AR,5141,16684,0.19389834572045073,10.547864568726643
AR,5143,228529,0.1519763356072971,10.86203285230712
AR,5145,78804,0.14736561595858078,10.744796084076594
AR,5147,6660,0.25195195195195197,10.50692882001158
AR,5149,21573,0.15134659064571454,10.702547596181969
CA,6001,1643700,0.08901563545659183,11.586073691000658
CA,6003,1146,0.16841186736474695,10.970127461960965
CA,6005,37829,0.09151709006317904,11.045159330664685
CA,6007,227075,0.15194539249146757,10.974968423812204
CA,6009,45235,0.1210788106554659,11.13090340858853
CA,6011,21464,0.1189899366380917,10.986105951449888
CA,6013,1133247,0.07984314099221088,11.576416562751426
CA,6015,27424,0.16208430571761961,10.79914691380121
CA,6017,186661,0.08919377909686545,11.364448658238775
CA,6019,978130,0.20536431762649138,10.949507457751732
CA,6021,27897,0.12176936588163602,10.92741221390344
CA,6023,135768,0.18513935537092688,10.84220491697184
CA,6025,180216,0.21096905935100102,10.781079035271006
CA,6027,18085,0.11451479126347802,10.995494742152102
CA,6029,883053,0.18664451624081455,10.882659182449483
CA,6031,150075,0.1455272363818091,10.956003545311264
CA,6033,64148,0.18117478331358733,10.755708986503604
CA,6035,31185,0.1215007215007215,10.889546854964907
CA,6037,10098052,0.1306432171274222,11.194385480131949
CA,6039,155013,0.16972124918555218,11.020348974872102
CA,6041,260295,0.06668203384621295,11.626870032011707
CA,6043,17540,0.14623717217787913,10.873508606831251
CA,6045,87422,0.13703644391571915,10.864923719378258
CA,6047,269075,0.1709969339403512,10.997639910482144
CA,6049,8938,0.19657641530543746,10.721305107600823
CA,6051,14174,0.10138281360237054,11.100828414064017
CA,6053,433212,0.1211508453136109,11.245163659953578
CA,6055,140530,0.07042624350672454,11.410117244988546
CA,6057,99092,0.09352924554959027,11.14980119735159
CA,6059,3164182,0.09407107429345088,11.46961078295093
CA,6061,380077,0.06885446896286805,11.489534005512859
CA,6063,18699,0.130060431039093,10.991645383300378
CA,6065,2383286,0.11536718631335056,11.196912502750386
CA,6067,1510023,0.12780798703066112,11.182906362021665
CA,6069,59416,0.10970109061532247,11.34105708287931
CA,6071,2135413,0.13316346767580792,11.118370622869625
CA,6073,3302833,0.10143837124068943,11.333511676517343
CA,6075,870044,0.09495611716189066,11.710094582512202
CA,6077,732212,0.13899253221744523,11.13397569751779
CA,6079,281455,0.11078147483611946,11.24633930081318
CA,6081,765935,0.06048555034043359,11.814761890265325
CA,6083,443738,0.11560425296008005,11.218957007875739
CA,6085,1922200,0.0605561335969202,11.793915193560885
CA,6087,273765,0.1005643526382116,11.359424573984468
CA,6089,179085,0.13126727531619065,11.026206916547471
CA,6091,2930,0.12798634812286688,10.93063964265343
CA,6093,43540,0.17188791915480017,10.735396175137648
CA,6095,438530,0.08897452853852644,11.358654777942395
CA,6097,501317,0.06933337588791125,11.374628449066137
CA,6099,539301,0.13117164626062255,11.047089140435771
CA,6101,95872,0.12840036715620828,11.01715264383053
CA,6103,63373,0.16543322866204851,10.852671327712308
CA,6105,12862,0.1544083346291401,10.689236703555197
CA,6107,460477,0.1888042182345698,10.946868980204819
CA,6109,53932,0.10719053623080917,11.077964602632951
CA,6111,848112,0.08074641085139699,11.423503913113905
CA,6113,214977,0.16563632388581104,11.169744776921561
CA,6115,75493,0.15561707707999417,10.943887931455823
CO,8001,497115,0.0954789133299136,11.229779754319612
CO,8003,16444,0.18359279980540014,10.550931050837072
CO,8005,636671,0.07393457531440885,11.318903727228037
CO,8007,12908,0.11636194607995042,10.961347288717274
CO,8009,3563,0.1894470951445411,10.569905673354048
CO,8011,5809,0.23308658977448787,10.48469707985521
CO,8013,321030,0.10580008098931563,11.388959604986832
CO,8014,66120,0.04333030852994555,11.579574257917159
CO,8015,19164,0.10801502817783344,11.007601346798845
CO,8017,2039,0.11917606669936243,10.865458856902256
CO,8019,9379,0.07559441305043181,11.288531131754366
CO,8021,8142,0.19945959223777943,10.61996055839957
CO,8023,3687,0.2590181719555194,10.455387938873837
CO,8025,5630,0.22184724689165186,10.551218869565592
CO,8027,4640,0.12435344827586207,10.957468517058643
CO,8029,30346,0.15165095894022276,10.84982240575866
CO,8031,693417,0.12405233791499198,11.231304983897044
CO,8033,1841,0.1423139598044541,10.824407552793945
CO,8035,328614,0.029280554084731632,11.725590305863369
CO,8037,54357,0.0803024449472929,11.399398359979342
CO,8039,25162,0.06017009776647325,11.530107013178988
CO,8041,688153,0.08964866824674164,11.193752725427077
CO,8043,47002,0.1353346666099315,10.863584621347492
CO,8045,58538,0.09727014930472513,11.20895139574147
CO,8047,5924,0.07106684672518569,11.222653374649349
CO,8049,15066,0.08436213991769548,11.170843523334396
CO,8051,16537,0.11610328354598778,11.008876825483261
CO,8053,878,0.08200455580865604,11.025018523586803
CO,8055,6583,0.20492176819079447,10.595509099808563
CO,8057,1296,0.13503086419753085,10.888875150489609
CO,8059,570427,0.07232827338116884,11.404181453964515
CO,8061,1449,0.12974465148378192,10.75579427616868
CO,8063,7635,0.12141453831041257,10.667815210028436
CO,8065,7585,0.12036914963744232,10.948171499178683
CO,8067,55101,0.11119580406889167,11.262269391354895
CO,8069,338161,0.10614470621981838,11.229660290314637
CO,8071,14179,0.16975809295436914,10.67941215955364
CO,8073,5548,0.14293439077144918,10.670744490962486
CO,8075,21689,0.11014800129097699,10.97556762090605
CO,8077,149998,0.11226816357551433,11.006241253704788
CO,8079,823,0.08748481166464156,11.051128072271592
CO,8081,13060,0.12335375191424196,11.05456578110754
CO,8083,25909,0.1488285923810259,10.871250562779245
CO,8085,41268,0.1348502471648735,10.83381924711004
CO,8087,28257,0.11982871500867041,10.960148737257558
CO,8089,18325,0.23448840381991815,10.68562955841758
CO,8091,4722,0.0724269377382465,11.195965617451733
CO,8093,17392,0.0921113155473781,11.254426719747327
CO,8095,4318,0.10074108383510885,10.886165096405472
CO,8097,17909,0.06136579373499358,11.438417412795166
CO,8099,12052,0.17914039163624296,10.758987398772785
CO,8101,164685,0.17722925585208124,10.841050419685823
CO,8103,6465,0.09651972157772622,11.096803776673536
CO,8105,11351,0.14016386221478283,10.789236599297585
CO,8107,24874,0.07316877060384337,11.38157455051725
CO,8109,6468,0.266852195423624,10.518781293891209
CO,8111,544,0.18198529411764705,10.830203749893865
CO,8113,7968,0.10090361445783133,11.254271309528791
CO,8115,2350,0.13744680851063829,10.66448027999114
CO,8117,30429,0.06451082848598376,11.368708614209819
CO,8119,24113,0.08252809687720317,11.164771259075069
CO,8121,4840,0.11487603305785124,10.882997185231837
CO,8123,295123,0.08995232496281212,11.266513286716664
CO,8125,10069,0.12463998410964346,10.87504268351396
CT,9001,944348,0.08794109798506483,11.4821156805767
CT,9003,894730,0.10471762431124473,11.2297133871899
CT,9005,183031,0.06961115876545504,11.3023896016951
CT,9007,163368,0.06747955535967876,11.311066285763198
CT,9009,859339,0.11569706483704335,11.151769065722943
CT,9011,268881,0.07341165794533641,11.228252194862863
CT,9013,151269,0.06980280163153059,11.409574040846838
CT,9015,116538,0.11047040450325216,11.055782778120422
DE,10001,174822,0.12695770555193284,10.981965158783856
DE,10003,555133,0.10139732280372452,11.239488119601551
DE,10005,219540,0.12636421608818438,11.079662553152028
DC,11001,684498,0.13876592773097948,11.411944235116115
FL,12001,263148,0.17828750361013573,10.817375399793972
FL,12003,27785,0.1408673744826345,11.009638024242527
FL,12005,182482,0.11312348615205883,10.974660125445457
FL,12007,26979,0.18573705474628416,10.768674445759071
FL,12009,576808,0.09635441949487525,10.960965297845682
FL,12011,1909151,0.12439351313751505,11.025637315334281
FL,12013,14444,0.17363611188036554,10.631012004932307
FL,12015,176954,0.11973733286616861,10.910642230715403
FL,12017,143087,0.15578633977929512,10.815006919531392
FL,12019,207291,0.08729274305203795,11.235536898803623
FL,12021,363922,0.09872445194299878,11.243934290961937
FL,12023,69105,0.1495984371608422,10.759752233414586
FL,12027,36399,0.20951125030907441,10.637608716065499
FL,12029,16437,0.20307842063636916,10.59144629640695
FL,12031,924229,0.13737179854776252,10.974026102376623
FL,12033,311522,0.14932813733861494,10.87468304957957
FL,12035,107139,0.10312771259765352,11.048203861234047
FL,12037,11736,0.16998977505112475,10.768569197003542
FL,12039,46017,0.18410587391616143,10.66837383025105
FL,12041,17615,0.14765824581322737,10.740107174352467
FL,12043,13363,0.17787921873830725,10.723531666284424
FL,12045,16055,0.11510432886951105,10.882339852663634
FL,12047,14269,0.2658910925783166,10.577477397554379
FL,12049,27228,0.20618480975466433,10.631760535071448
FL,12051,40127,0.20151020509881126,10.71679272408986
FL,12053,182696,0.13015610631869334,10.833779804046097
FL,12055,102101,0.1617907758004329,10.73035673255396
FL,12057,1378883,0.14191486877421797,11.020807097558823
FL,12059,19430,0.18461142563046834,10.568080925678013
FL,12061,150984,0.12040348646214169,11.021461194682857
FL,12063,48472,0.16027809869615448,10.610118418254732
FL,12065,14105,0.16136121942573556,10.761979665682912
FL,12067,8744,0.14741537053979872,10.725027947864472
FL,12069,335362,0.11754164156940858,10.962318971192394
FL,12071,718679,0.11868302816695632,11.040743464796442
FL,12073,288102,0.20202220047066663,10.916560108088095
FL,12075,39961,0.18663196616701283,10.631156925467801
FL,12077,8365,0.1736999402271369,10.697294216195251
FL,12079,18474,0.2020136407924651,10.543207584713212
FL,12081,373853,0.12034409246415034,11.06899495838682
FL,12083,348371,0.1519931337568282,10.801186523719151
FL,12085,157581,0.08884319810129394,11.167699021853803
FL,12086,2715516,0.1543191054665117,10.91492481446108
FL,12087,76325,0.0948444153291844,11.120297605663556
FL,12089,80578,0.09867457618704857,11.195718456370107
FL,12091,200737,0.10892859811594276,11.059110095921017
FL,12093,40572,0.17719116632160112,10.719405310263497
FL,12095,1321194,0.12988175846999003,11.052998891221021
FL,12097,338619,0.1470768031327244,10.864177871706968
FL,12099,1446277,0.11617829779495906,11.10677512214237
FL,12101,510593,0.12087122228467684,10.928542999201673
FL,12103,957875,0.11373926660576797,10.945670573237523
FL,12105,668671,0.14893722024732642,10.855473559734735
FL,12107,72766,0.2242530852321139,10.645091508364267
FL,12109,235503,0.07145981155229444,11.416843987792543
FL,12111,305591,0.11128599991491896,10.955916276899755
FL,12113,170442,0.10229286208798301,11.09951386697788
FL,12115,412144,0.08041849450677434,11.101311491275187
FL,12117,455086,0.09611589897294137,11.155593162161347
FL,12119,120999,0.0915544756568236,11.058228094981839
FL,12121,43924,0.1626445678899918,10.808778002551417
FL,12123,22098,0.17159923975020364,10.668653023384712
FL,12125,15239,0.13550757923748277,10.837480668523288
FL,12127,527634,0.13371769067194306,10.88844576963153
FL,12129,31877,0.11453399002415535,10.979172336560532
FL,12131,65858,0.11752558535029912,11.04452055708819
FL,12133,24566,0.1867214849792396,10.657682794661007
GA,13001,18454,0.20250352227159424,10.68786843351892
GA,13003,8265,0.22831215970961888,10.560515206289688
GA,13005,11228,0.18525115781973636,10.640819068607131
GA,13007,3189,0.23486986516149264,10.584435625639076
GA,13009,45286,0.1972795124320982,10.701647688361783
GA,13011,18510,0.1325769854132901,10.887081729619972
GA,13013,76887,0.10432192698375538,11.14075972726299
GA,13015,103620,0.12780351283535996,11.006324239190674
GA,13017,17154,0.2179083595662819,10.489355711615616
GA,13019,19025,0.20199737187910644,10.64680489700865
GA,13021,153490,0.22093947488435728,10.670489101666554
GA,13023,12775,0.16532289628180039,10.7813492577905
GA,13025,18561,0.16464630138462366,10.707281253183137
GA,13027,15622,0.21584944309307388,10.585422105881971
GA,13029,35885,0.08563466629510938,11.280942964988814
GA,13031,74782,0.21321975876547833,10.795239659963128
GA,13033,22550,0.23046563192904657,10.660360423976618
GA,13035,23750,0.13545263157894738,10.766588455896164
GA,13037,6428,0.25015556938394523,10.461959829769471
GA,13039,52714,0.13694654171567325,10.977670527281063
GA,13043,10827,0.22416181767802715,10.637416726816307
GA,13045,116022,0.14779955525676164,10.98855857063757
GA,13047,66299,0.1011176639164995,11.014571742699559
GA,13049,12983,0.21597473619348379,10.666417292697274
GA,13051,287049,0.14131733606457433,10.952944610406092
GA,13053,10767,0.14367976223646325,10.738698372359542
GA,13055,24817,0.16460490792601845,10.634917506521377
GA,13057,241910,0.06913728246041917,11.392282092447884
GA,13059,124602,0.2429896791383766,10.622205009207603
GA,13061,3001,0.2655781406197934,10.115853230678459
GA,13063,278666,0.16383412400508135,10.834410706454594
GA,13065,6743,0.2128132878540709,10.667279572665405
GA,13067,745057,0.08358420899340588,11.285045715555578
GA,13069,42961,0.18733269709736738,10.637656707618994
GA,13071,45606,0.21352453624523088,10.643017239276974
GA,13073,147295,0.05938422892834108,11.388325496736899
GA,13075,17184,0.21263966480446927,10.61324599890127
GA,13077,140516,0.09477924222152638,11.280135536604213
GA,13079,12344,0.1518956578094621,10.827964684213782
GA,13081,22846,0.25518690361551255,10.60861270985548
GA,13083,16227,0.12559314722376286,10.736092281321946
GA,13085,23861,0.09500859142533842,11.144105641058808
GA,13087,26833,0.22043752096299332,10.608390364106926
GA,13089,743187,0.1289110277763201,11.060463084501153
GA,13091,20919,0.18418662459964624,10.624201260813878
GA,13093,13905,0.2327220424307803,10.52161480677699
GA,13095,91049,0.2547199859416358,10.515804215181525
GA,13097,141840,0.11168922729836435,11.049539888026068
GA,13099,10348,0.26410900657131814,10.596909695290504
GA,13101,3994,0.21557336004006009,10.606783064147889
GA,13103,58689,0.0985533916066043,11.17924133795665
GA,13105,19212,0.202841973766396,10.620400086646335
GA,13107,22499,0.19738655051335616,10.559166483481166
GA,13109,10727,0.2292346415586837,10.631639842294764
GA,13111,24925,0.1261384152457372,10.778539536393685
GA,13113,111369,0.054817767960563535,11.457021558024994
GA,13115,96824,0.16046641328596215,10.830124576464428
GA,13117,219880,0.05013643805712207,11.638076843149147
GA,13119,22514,0.17264813005241184,10.772497979828982
GA,13121,1021902,0.13893602321944765,11.280173399376908
GA,13123,29922,0.15182808635786377,10.950929346294066
GA,13125,3009,0.16151545363908276,10.806693044861628
GA,13127,83974,0.15413104056017338,10.968491350030408
GA,13129,56790,0.12327874625814404,10.885060279102886
GA,13131,24926,0.211666532937495,10.659679952313123
GA,13133,16976,0.15957822808671066,11.018186422218175
GA,13135,902298,0.09510161831235357,11.187541525334437
GA,13137,44289,0.14710198920725237,10.84536805540928
GA,13139,195961,0.138481636652191,11.10793024644666
GA,13141,8535,0.2606912712360867,10.364545034067998
GA,13143,28956,0.14584196712253072,10.799983657082104
GA,13145,33590,0.06757963679666568,11.212522828109067
GA,13147,25631,0.14501970270375716,10.832635277912791
GA,13149,11677,0.1676800548085981,10.799248993157791
GA,13151,221307,0.08503571961121881,11.197214219796944
GA,13153,151682,0.11259740773460265,11.091955779701022
GA,13155,9268,0.18331894691411307,10.652944175550665
GA,13157,65755,0.11281271386206372,11.107135304038119
GA,13159,13784,0.12681369704004644,10.98879505712516
GA,13161,14991,0.21139350276832766,10.611597234485588
GA,13163,15772,0.23522698452954602,10.47387370275808
GA,13165,8827,0.2449303274045542,10.398427667071894
GA,13167,9730,0.1984583761562179,10.539296891395203
GA,13169,28548,0.12711923777497547,10.947626055816489
GA,13171,18513,0.14265651164046886,10.957834424906222
GA,13173,10366,0.18049392243874204,10.661181066703127
GA,13175,47418,0.23301277995697836,10.645853376883572
GA,13177,29348,0.09251056290036799,11.19030682263755
GA,13179,62108,0.13975655310104979,10.84758798504955
GA,13181,7799,0.17399666623926144,10.72104023617228
GA,13183,18156,0.15014320334875522,10.85997928615443
GA,13185,114582,0.19798048559110507,10.746131744241984
GA,13187,31951,0.13871240336765672,10.952174032434511
GA,13189,21498,0.17638850125593078,10.702637542439142
GA,13191,14120,0.1891643059490085,10.751113930384133
GA,13193,13480,0.24102373887240355,10.452591137512096
GA,13195,28900,0.1594463667820069,10.865248658455041
GA,13197,8484,0.20568128241395567,10.625950787430126
GA,13199,21113,0.2194856249703974,10.682147070420287
GA,13201,5836,0.20442083618917067,10.639909716577396
GA,13205,22432,0.26961483594864477,10.528971334610977
GA,13207,27010,0.10318400592373195,11.163197761546567
GA,13209,9036,0.17917220008853474,10.684118914962527
GA,13211,18235,0.11565670414038937,11.113775375094827
GA,13213,39557,0.1454862603331901,10.820997540815013
GA,13215,196670,0.17640717953932983,10.758647284406052
GA,13217,106497,0.1159469280824812,10.972018569165783
GA,13219,37017,0.06040467893130184,11.521667144906983
GA,13221,14784,0.13000541125541126,10.903126292784842
GA,13223,155840,0.07354337782340863,11.246091225031286
GA,13225,26966,0.1929466735889639,10.816071422478956
GA,13227,30832,0.1079073689673067,11.100178911363873
GA,13229,19164,0.1647359632644542,10.751520856703959
GA,13231,18082,0.08931534122331601,11.223975922951482
GA,13233,41621,0.16376348477931812,10.776787272605189
GA,13235,11295,0.18131916777335105,10.651927518844783
GA,13237,21503,0.15421104031995536,11.039427738470215
GA,13239,2276,0.22978910369068542,10.477907501827271
GA,13241,16457,0.1325271920763201,10.750192379971189
GA,13243,7087,0.23070410610977846,10.41944996040727
GA,13245,201463,0.2039133736715923,10.710186607780189
GA,13247,89011,0.12215344170945164,11.006772241852998
GA,13249,5211,0.1600460564191134,10.842107129893346
GA,13251,13990,0.23152251608291638,10.653274957143324
GA,13253,8437,0.2142941803958753,10.561473768002484
GA,13255,64719,0.17826295214697385,10.80440065236596
GA,13257,25676,0.14776444929116686,10.723619744850563
GA,13259,6042,0.2816948030453492,10.450625818960438
GA,13261,30352,0.2444649446494465,10.60286528284671
GA,13263,6378,0.18971464408905614,10.622424304782367
GA,13265,1665,0.2072072072072072,10.519915662682669
GA,13267,25353,0.217212953102197,10.632412024471595
GA,13269,8193,0.2209202978152081,10.248282204444145
GA,13271,16115,0.21818181818181817,10.498580792620686
GA,13273,8859,0.2624449712157128,10.521965064759044
GA,13275,44730,0.17648110887547508,10.778497851489867
GA,13277,40510,0.20686250308565787,10.774027496653275
GA,13279,27048,0.1880360839988169,10.632050138317028
GA,13281,11417,0.12052202855391084,10.800044854719895
GA,13283,6777,0.301460823373174,10.531509373135611
GA,13285,69774,0.1864448075214263,10.764181004307874
GA,13287,7962,0.2677719166038684,10.474467099121865
GA,13289,8284,0.18372766779333655,10.693738757544056
GA,13291,22775,0.12294182217343579,10.95166582665281
GA,13293,26216,0.18812938663411657,10.619520836882774
GA,13295,68824,0.14579216552365454,10.769495006100515
GA,13297,90132,0.11172502551812896,11.112552370527638
GA,13299,35599,0.2455686957498806,10.53587572725051
