death14_sum,death15_sum,death16_sum,death17_sum,death18_sum,countyFIPS,statecode,countyname,coviddeath_may21,alldeath_may21,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,death14_pop,death15_pop,death16_pop,death17_pop,death18_pop,death20_pop,avgdeath_pop,excessmortal_final
582,600,575,588,602,17021,IL,Christian County,47.0,488.0,33824,33480,33268,33045,32709,32427,32075,0.017206717123935667,0.017921146953405017,0.01728387639773957,0.017793917385383568,0.018404720413341895,0.015214341387373344,0.017722075654761145,-0.14150341733328975
501,508,473,515,494,17027,IL,Clinton County,24.0,428.0,37637,37657,37594,37649,37666,37440,37398,0.013311369131439807,0.01349018774729798,0.012581794967282013,0.013678982177481473,0.013115276376573037,0.011444462270709664,0.01323552208001486,-0.135322188159818
704,763,693,678,734,17029,IL,Coles County,110.0,884.0,52552,52217,51820,51403,50946,50774,50383,0.013396255137768306,0.014612099507823122,0.01337321497491316,0.013189891640565726,0.014407411769324382,0.017545600698648352,0.013795774606078939,0.27180975332237584
55658,56058,57049,57494,56761,17031,IL,Cook County,10179.0,69314.0,5254108,5243371,5223386,5199582,5171007,5145326,5108284,0.010593234855469282,0.01069121372491094,0.010921842651490814,0.011057427308579806,0.010976778797630713,0.013568940176388,0.01084809946761631,0.25081266233720745
985,970,1009,1063,1046,17037,IL,DeKalb County,122.0,1191.0,104593,104238,104219,104513,104587,105131,104491,0.009417456235120898,0.009305627506283698,0.009681535996315452,0.01017098351401261,0.010001242984309714,0.011398110842082093,0.009715369247208474,0.17320408026253067
8459,8575,8843,8845,8864,17043,IL,DuPage County,1192.0,10842.0,933480,933669,931408,930569,927808,922761,917481,0.009061790290097271,0.009184196969161448,0.009494228093381204,0.009504937301801372,0.009553700765675657,0.011817138447553683,0.009359770684023392,0.26254572323282255
511,514,450,540,532,17049,IL,Effingham County,64.0,550.0,34115,34200,34184,34165,34233,34109,34065,0.014978748351165177,0.015029239766081871,0.013164053358296278,0.015805649056051516,0.015540560278094237,0.016145603992367533,0.014903650161937815,0.08333219157287547
768,752,693,715,698,17055,IL,Franklin County,39.0,499.0,39456,39398,39090,39024,38737,38530,38060,0.019464720194647202,0.01908726331285852,0.01772831926323868,0.018322058220582207,0.01801894829233033,0.013110877561744614,0.018524261856731387,-0.2922321189829027
645,656,667,683,675,17057,IL,Fulton County,43.0,649.0,35996,35709,35498,35099,34743,34240,33690,0.017918657628625403,0.018370718866392226,0.018789790974139388,0.01945924385310123,0.01942837406096192,0.019263876521222915,0.018793357076644035,0.025036476594361676
581,553,568,582,612,17063,IL,Grundy County,85.0,663.0,50281,50358,50325,50627,51012,51031,50993,0.01155506055965474,0.010981373366694467,0.011286636860407352,0.011495842139569794,0.011997177134791814,0.013001784558664915,0.011463218012223633,0.13421768170165263
729,768,761,746,748,17073,IL,Henry County,51.0,662.0,49841,49654,49511,49222,49082,48933,48411,0.014626512309143075,0.015467031860474484,0.015370321746682555,0.015155824631262443,0.01523980277902286,0.013674578091756005,0.015171898665317082,-0.09869038849988812
529,550,564,551,542,17075,IL,Iroquois County,27.0,429.0,28725,28529,28150,27780,27450,27093,26711,0.018416013925152307,0.019278628763714115,0.02003552397868561,0.019834413246940245,0.019744990892531875,0.01606079892179252,0.01946191416140483,-0.1747574884672499
652,636,636,700,701,17077,IL,Jackson County,127.0,929.0,59386,59249,58768,57973,57327,56844,56675,0.010979018623918094,0.01073435838579554,0.010822216172066431,0.012074586445414245,0.01222809496397858,0.01639170710189678,0.011367654918234578,0.4419603005016666
625,607,598,662,641,17081,IL,Jefferson County,128.0,865.0,38390,38290,38236,38059,37704,37635,37235,0.016280281323261266,0.015852703055628102,0.01563971126686892,0.01739404608633963,0.01700084871631657,0.02323083120719753,0.016433518089682898,0.4136249511771946
332,335,386,407,397,17083,IL,Jersey County,44.0,392.0,22500,22268,21965,21892,21738,21667,21616,0.014755555555555555,0.015044009340758039,0.017573412246756202,0.018591266215969304,0.018262949673383017,0.018134715025906734,0.016845438606484422,0.07653563967910117
353,333,347,343,323,17085,IL,Jo Daviess County,15.0,264.0,22341,22068,21826,21509,21349,21224,21239,0.015800546081196007,0.015089722675367047,0.015898469715018786,0.0159468129620159,0.015129514262963136,0.012429963745939075,0.015573013139312175,-0.2018266706164175
4293,4364,4475,4676,4647,17089,IL,Kane County,744.0,5534.0,525476,528562,530540,532101,532838,532293,531010,0.008169735630171501,0.008256363491889315,0.008434802276925397,0.008787805322673703,0.008721224837567891,0.010421649309805842,0.00847398631184556,0.2298402341336916
1524,1557,1659,1662,1598,17091,IL,Kankakee County,203.0,1875.0,111916,111786,111066,110530,109863,109569,108594,0.013617355874048394,0.013928398905050722,0.014937064448165956,0.015036641635754999,0.01454538834730528,0.017266147300955853,0.014412969842065072,0.1979590251110927
783,787,781,788,838,17093,IL,Kendall County,16.0,550.0,121385,122892,124549,126163,127663,128900,130638,0.00645054990320056,0.006403997005500765,0.0062706244128816774,0.006245888255669253,0.006564157195115264,0.004210107319462943,0.006387043354473504,-0.3408362702729782
920,985,938,938,959,17095,IL,Knox County,148.0,982.0,51945,51377,50931,50601,50008,49669,49053,0.017711040523630765,0.019172003036378147,0.018417074080618878,0.01853718305962333,0.01917693169092945,0.020019162946201048,0.018602846478236113,0.07613439532610858
6250,6251,6359,6547,6609,17097,IL,Lake County,848.0,8132.0,704359,704687,704401,702825,700455,697134,693593,0.00887331602208533,0.008870604963622146,0.009027528353877975,0.009315263401273432,0.009435295629269546,0.011724455119933449,0.009104401674025686,0.28777876237409633
1874,1876,1808,1905,1836,17099,IL,La Salle County,194.0,1593.0,111650,111015,110176,109590,109136,108517,107571,0.016784594715629198,0.016898617303967932,0.016410107464420565,0.017382972898987135,0.01682304647412403,0.014808823939537608,0.01685986777142577,-0.12165242691667413
527,508,528,539,529,17103,IL,Lee County,83.0,491.0,34912,34521,34499,34533,34281,34061,33647,0.015095096241979834,0.014715680310535616,0.015304791443230239,0.015608258766976515,0.015431288468831132,0.014592682854340655,0.015231023046310669,-0.04191052630076847
581,588,577,636,634,17105,IL,Livingston County,73.0,582.0,37043,36615,36104,36080,35630,35557,35414,0.01568447479955727,0.016058992216304795,0.01598160868601817,0.01762749445676275,0.01779399382542801,0.01643417857344553,0.016629312796814198,-0.011734352811383176
494,485,467,498,495,17107,IL,Logan County,35.0,470.0,29660,29286,29167,29035,28873,28633,28383,0.01665542818610924,0.016560814040838624,0.016011245585764736,0.017151713449285344,0.017144044609150418,0.016559207976605716,0.016704649174229674,-0.008706629879323127
441,463,451,431,447,17109,IL,McDonough County,48.0,395.0,31811,31461,30938,30419,30091,29792,29295,0.01386312910628399,0.014716633292012333,0.014577542181136466,0.014168776093888688,0.014854940015286963,0.01348352961256187,0.014436204137721686,-0.06599203752394195
2832,2873,2915,3106,3054,17111,IL,McHenry County,207.0,2514.0,307425,307595,307142,307842,308145,307439,305888,0.009212002927543303,0.00934020383946423,0.009490724160160446,0.010089591413777197,0.00991091856106703,0.008218694424102939,0.009608688180402442,-0.1446600961757181
1645,1652,1626,1725,1747,17113,IL,McLean County,249.0,2057.0,174166,173222,173157,172769,172368,171272,171256,0.009445012229711884,0.009536894851693203,0.009390322077652074,0.009984430077155045,0.010135291933537547,0.012011257999719718,0.009698390233949949,0.23847955278943095
1816,1711,1700,1793,1785,17115,IL,Macon County,204.0,1914.0,108562,107398,106411,105474,104529,104012,103015,0.01672776846410346,0.01593139537049107,0.015975791976393417,0.0169994501014468,0.017076600751944438,0.018579818473037905,0.016542201332875837,0.12317690367560236
756,779,819,801,766,17117,IL,Macoupin County,59.0,672.0,46216,45887,45708,45521,45342,45079,44567,0.016357971265362644,0.01697648571490836,0.017918088737201365,0.017596274247050812,0.016893829120903356,0.015078421253393766,0.01714852981708531,-0.12071638710562031
4009,3897,3938,4207,4137,17119,IL,Madison County,439.0,4078.0,266662,266112,265773,265516,264481,263609,262635,0.015034013095229167,0.014644209956709956,0.014817155994024975,0.01584461953328613,0.015641955376756743,0.015527252651017572,0.015196390791201391,0.021772397430562713
691,751,781,729,733,17121,IL,Marion County,78.0,724.0,38573,38381,38057,37757,37453,37309,37045,0.017914084981722967,0.019566973241968683,0.02052184880573876,0.019307678046454963,0.019571195898859903,0.019543798083412067,0.019376356194949054,0.008641557100744273
423,414,377,436,445,17133,IL,Monroe County,30.0,312.0,33608,33811,34037,34261,34446,34738,34739,0.012586288978814569,0.012244535801957942,0.011076181802156478,0.012725839876244127,0.012918771410323404,0.008981260255044763,0.012310323573899305,-0.27042857962831424
498,499,511,483,523,17135,IL,Montgomery County,59.0,452.0,29450,29196,29057,28781,28705,28401,28045,0.016910016977928693,0.0170913823811481,0.017586123825584197,0.016781904728814148,0.018219822330604426,0.016116954893920486,0.017317850048815912,-0.06934435576646748
534,557,521,572,590,17137,IL,Morgan County,88.0,590.0,34684,34693,34654,34275,34052,33679,33400,0.01539614807980625,0.016055111982244255,0.015034339470191031,0.016688548504741066,0.017326441912369317,0.017664670658682633,0.016100117989870384,0.09717647223434073
705,683,681,727,729,17141,IL,Ogle County,34.0,699.0,51944,51572,51174,51021,50802,50660,50306,0.013572308640073926,0.013243620569301172,0.013307538984640637,0.01424903471119735,0.014349828746899728,0.013894962827495727,0.013744466330422561,0.010949606441979527
2515,2609,2533,2570,2559,17143,IL,Peoria County,681.0,4681.0,187572,186552,185116,182657,180773,179359,177652,0.0134081845904506,0.01398537673142073,0.013683312085395104,0.014070087650623847,0.01415587504771177,0.026349267106477833,0.013860567221120413,0.901023723352925
523,531,545,505,529,17157,IL,Randolph County,77.0,492.0,33088,32754,32368,32258,32161,31725,31351,0.015806334622823985,0.016211760395676865,0.016837617399901136,0.01565503131006262,0.01644849351699263,0.015693279321233773,0.016191847449091447,-0.030791305897935026
2192,2192,2274,2281,2271,17161,IL,Rock Island County,291.0,2400.0,147090,146161,144977,143824,142522,141775,140907,0.014902440682575294,0.014997160665293751,0.015685246625326776,0.015859661808877518,0.015934382060313494,0.01703251080499904,0.015475778368477366,0.10059154373085266
3507,3499,3561,3769,3749,17163,IL,St. Clair County,488.0,3859.0,266061,265008,263482,262881,261631,259889,258046,0.01318118777272881,0.013203374992453058,0.013515154735427847,0.014337285692005129,0.014329341706449159,0.014954697999581469,0.013713268979812801,0.09052757745772845
500,508,537,558,507,17165,IL,Saline County,51.0,498.0,24496,24495,24217,23968,23769,23540,23182,0.020411495754408884,0.020738926311492142,0.022174505512656397,0.023281041388518026,0.021330304177710462,0.021482184453455268,0.021587254628957185,-0.004867231952736408
2677,2751,2686,2882,2815,17167,IL,Sangamon County,418.0,4031.0,199252,198973,198085,197163,195802,194882,193882,0.013435247826872504,0.01382599649198635,0.013559835424186586,0.014617347068161876,0.01437676836804527,0.020790996585552037,0.013963039035850517,0.48900225317500984
357,354,289,340,340,17173,IL,Shelby County,,225.0,22102,21819,21734,21773,21685,21625,21299,0.016152384399601847,0.01622439158531555,0.013297138124597405,0.0156156707849171,0.015679040811620935,0.010563876238321048,0.015393725141210568,-0.3137543939874256
739,759,775,794,768,17177,IL,Stephenson County,99.0,865.0,46280,45680,45512,44998,44702,44371,43831,0.015968020743301642,0.016615586690017514,0.017028476006328,0.01764522867683008,0.017180439353943894,0.019734890830690608,0.016887550294084227,0.1686058952910308
1986,1999,1922,2000,2016,17179,IL,Tazewell County,127.0,1533.0,135392,134350,134004,133525,132465,131848,130777,0.014668518080831954,0.014879047264607368,0.01434285543715113,0.014978468451600824,0.015219114483071,0.011722244737224436,0.014817600743452456,-0.20889724725480838
1442,1365,1357,1387,1367,17183,IL,Vermilion County,87.0,1204.0,79811,79209,78503,77722,76703,75736,74855,0.018067684905589455,0.017232890201871,0.01728596359374801,0.017845655026890714,0.017821988709698446,0.016084429897802417,0.017650836487559527,-0.08874404285944909
852,890,904,1016,959,17195,IL,Whiteside County,185.0,1029.0,57037,56943,56505,56009,55532,55215,54656,0.014937672037449374,0.01562966475247177,0.015998584196088843,0.01813994179506865,0.017269322192609668,0.01882684426229508,0.016395036994737662,0.14832581764456884
5952,5992,6361,6728,6620,17197,IL,Will County,817.0,7038.0,685123,685825,688330,690356,690934,690176,688726,0.008687491151223942,0.008736922684358255,0.009241206979210553,0.009745696423294647,0.0095812335186863,0.010218867880695662,0.009198510151354738,0.11092641227238824
1014,1015,1064,1106,1037,17199,IL,Williamson County,133.0,1319.0,67439,67457,67504,67076,67017,66633,66415,0.015035810139533505,0.015046622292719808,0.01576202891680493,0.016488759019619537,0.01547368578121969,0.019859971392004818,0.015561381229979493,0.2762344870610814
4061,4104,4063,4276,4213,17201,IL,Winnebago County,573.0,5155.0,288770,287237,286171,284658,283588,282465,281295,0.01406309519686948,0.014287852888033227,0.014197804809012794,0.015021534613465984,0.014856058789511545,0.01832595673581116,0.014485269259378606,0.2651443620177008
560,542,530,550,531,17203,IL,Woodford County,44.0,475.0,39068,38949,38934,38676,38461,38353,38091,0.01433398177536603,0.013915633264011913,0.013612780603071865,0.01422070534698521,0.013806193286706014,0.012470137302774935,0.013977858855228209,-0.10786498619488731
435,434,473,440,441,18001,IN,Adams County,34.0,367.0,34771,34962,35216,35409,35565,35688,35839,0.012510425354462052,0.01241347748984612,0.01343139482053612,0.012426219322771047,0.012399831294812315,0.010240241078155082,0.01263626965648553,-0.1896151826026198
4386,4480,4698,4734,4783,18003,IN,Allen County,982.0,7044.0,365254,367508,369526,371803,375076,379006,382187,0.01200808204701386,0.012190210825342577,0.01271358442978302,0.012732549226337604,0.012752082244665081,0.018430768184161155,0.012479301754628427,0.4769070054200267
1030,1011,1055,1068,1047,18005,IN,Bartholomew County,203.0,1340.0,80546,81516,82373,82455,83062,84063,84447,0.01278772378516624,0.012402473134108642,0.012807594721571388,0.012952519556121521,0.012605042016806723,0.015867940838632515,0.012711070642754901,0.24835596344332939
721,738,767,747,749,18011,IN,Boone County,95.0,707.0,61663,63080,64274,65833,66999,67915,69347,0.011692587126802134,0.011699429296131896,0.011933285620935371,0.01134689289566023,0.011179271332407946,0.01019510577241986,0.011570293254387515,-0.11885502395941233
581,560,591,585,601,18017,IN,Cass County,68.0,498.0,38482,38079,37927,37827,37885,37610,37388,0.01509796788108726,0.014706268546968146,0.015582566509346904,0.015465143944801332,0.01586379833707272,0.013319781748154487,0.015343149043855272,-0.1318743166684623
1615,1796,1755,1832,1767,18019,IN,Clark County,168.0,1599.0,114082,114887,115660,116648,117287,118191,119266,0.014156483932609877,0.015632752182579403,0.015173785232578247,0.015705370002057472,0.015065608294184352,0.01340700618784901,0.015146799928801871,-0.11486213253828072
437,443,437,447,423,18021,IN,Clay County,19.0,318.0,26439,26406,26218,26176,26215,26301,26246,0.01652861303377586,0.016776490191623115,0.016667938057822868,0.017076711491442544,0.016135800114438298,0.012116131982016307,0.016637110577820538,-0.27174061112698805
519,561,511,553,487,18023,IN,Clinton County,28.0,451.0,32461,32372,32156,32155,32113,32298,32206,0.015988416869474137,0.017329791177560856,0.015891280009951488,0.01719794744207744,0.015165197894933516,0.014003601813326709,0.016314526678799488,-0.14164829363243467
484,450,465,475,489,18027,IN,Daviess County,59.0,444.0,32671,32819,33000,33127,33314,33439,33505,0.014814361360227724,0.013711569517657455,0.014090909090909091,0.014338756905243458,0.014678513537851955,0.013251753469631398,0.014326822082377937,-0.07503887509490882
